en,vi
Therapeutic effect of oral zinc supplementation in children with persistent diarrhea hospitalized in children hospital n2,Hiệu quả ðiều trị của bổ sung kẽm cho các trẻ tiêu chảy kéo dài tại bệnh viện nhi ðồng 2
"In conclusion, oral zinc supplementation for subgroup of persistent diarrheal children with low serum zinc level, or with wasted situation significantly reduces duration of illness and increases the weight gain.",Như vậy bổ sung kẽm nguyên tố cho các trẻ tiêu chảy kéo dài có kẽm huyết thanh ban đầu thấp < 60 m g / dl làm rút ngắn thời gian điều trị và tăng cân.
A randomized controlled study was carried out on 71 children with persistent diarrhea hospitalized in Children Hospital N2 from 3/1999 to 3/2001.,Một nghiên cứu thử nghiệm lâm sàng có kiểm chứng được thực hiện trên 71 trẻ TCKD nhập viện Bệnh viện Nhi đồng 2 từ 3/1999 đến 3/2001.
Thirty - five children recruited in the zinc supplement group were given zinc gluconate (3mg / kg / day zinc element) and 36 children in control group.,Ba mươi lăm trẻ thuộc nhóm kẽm được cho uống gluconate kẽm (3 mg / kg / ngày kẽm nguyên tố) và 36 trẻ thuộc nhóm chứng không được uống kẽm.
"The two groups were similar at baseline with regards to characteristics of the severity, the duration, the age, the nutrition status, serum zinc, plasma protein.","Cả hai nhóm có những đặc điểm lâm sàng về độ nặng, thời gian, tuổi, tình trạng dinh dưỡng, kẽm huyết thanh, đạm máu không khác nhau ở đầu nghiên cứu."
Supplemented children had a significant improvement in serum zinc levels in comparison with controls (p<0.001).,"Kết quả cho thấy nhóm được bổ sung kẽm có kẽm huyết thanh tăng cao hơn nhóm chứng (p < 0,001)."
There was no difference in weight gain and duration of illness between supplemented and controls.,Không có sự khác nhau về độ tăng cân và thời gian điều trị giữa nhóm kẽm và nhóm chứng.
"Among the subset of children with serum zinc levels <60 m g / dl at admission, supplemented children had a better weight gain (p<0.05) and shorter duration of treatment (p<0.01) as compared to controls.","Trong phân nhóm trẻ có kẽm huyết thanh ban đầu giảm rõ (< 60 m g / dl), nhóm được bổ sung kẽm có tăng cân hơn (p < 0,05) và thời gian điều trị rút ngắn hơn trẻ trong nhóm chứng (p < 0,01)."
"Among the wasted children, there was a significant reduction in the duration of treatment (p<0.05).","Trong phân nhóm suy dinh dưỡng gầy mòn, bồi phụ kẽm cũng mang lại lợi ích rút ngắn thời gian điều trị (p < 0,05)."
The increase in serum zinc levels after treatment were negatively correlated with serum zinc levels at admission.,Ðộ tăng kẽm huyết thanh sau điều trị có liên quan nghịch chiều với kẽm huyết thanh ban đầu.
Objective: The goal of this study was to define the epidemiology of head injury in pediatric.,Mục tiêu: Xác định tỷ lệ chấn thương sọ não ở trẻ em.
"Keywords: Pediatric head trauma, traffic accident, abuse.","Từ khoá: Chấn thương đầu trẻ em, tai nạn giao thông."
Results: Incidence of head injury was 58% in < 6 year old.,Kết quả: Tỷ lệ trẻ < 6 tuổi bị chấn thương sọ não chiếm 58%.
Boy was 58.7% and girl was 41.3%.,"Tỷ lệ bé nam là 58,7% và nữ 41,3%."
"Fall was 48.97%, traffic accident was 44.87%.","Tỷ lệ chấn thương nguyên nhân do té chiếm 48,97%, nguyên nhân do tai nạn giao thông chiếm 44,87%."
"Incidence of surgery was 22.3%, uncomplicated incidence was 94.1%, mobidity rate was 3, 2%.","Tỷ lệ phẫu thuật chiếm 22,3%, tỷ lệ sống bình thường không biến chứng sau chấn thương là 94,1%, để lại di chứng sau chấn thương là 3,2%."
"> 80 years, chronic kidney disease, diabetes, and BMI < 19 were factors associated with higher sarcopenia rate.","BMI < 19, tuổi > 80, đái tháo đường và bệnh thận mạn làm tăng tỉ lệ thiếu cơ."
Dyslipidemia was associated with lower sarcopenia rate.,Rối loạn lipid máu làm giảm tỉ lệ thiếu cơ.
"Keywords: sarcopenia, elderly, cardiovascular disease, hospitalization","Từ khoá: thiếu cơ, cao tuổi, bệnh tim mạch, nội viện"
"However, research on this syndrome with cardiovascular disease has not been done in Vietnam.","Tuy nhiên, các nghiên cứu về dịch tể của thiếu cơ tại Việt Nam hiện nay chưa khảo sát trên bệnh nhân cao tuổi có bệnh tim mạch nội viện."
"Results: The overall sarcopenia prevalence was 33.3%, with average age 73.6 ± 8.3 years.","Kết quả: Tỉ lệ thiếu cơ ở bệnh nhân cao tuổi có bệnh tim mạch là 33,3% với độ tuổi trung bình là 73,6 ± 8,3."
"The prevalence rates of sarcopenia across diagnostic categories were as follows: heart failure, 43.6%; coronary artery disease 30.3% and post - cardiac surgery 22.2%.","Trong đó, suy tim là bệnh có tỉ lệ thiếu cơ cao nhất 43,6%, tiếp theo là bệnh mạch vành 30,3% và cuối cùng là sau phẫu thuật tim 22,2%."
"Factors were associated with higher sarcopenia include: diabetes (OR=3.1; CI 95%: 1.3 - 7.1; p < 0.01), chronic kidney disease (OR = 4.3; CI 95%: 1.4 - 13.1; p = 0.011), > 80 years (OR = 3.1; CI 95%: 1.3 - 7.5; p = 0.01) and BMI < 19 (OR = 12.9; CI 95%: 3.3 - 50.4; p < 0.01).","Các bệnh nội khoa đi kèm và các yếu tố nguy cơ tim mạch làm tăng tỉ lệ thiếu cơ là: đái tháo đường (OR = 3,1; KTC 95%: 1,3 – 7,1; p < 0,01), bệnh thận mạn (OR = 4,3; KTC 95%: 1,4 – 13,1; p = 0,011), tuổi > 80 (OR = 3,1; KTC 95%: 1,3 – 7,5; p = 0,01) và BMI < 19 (OR = 12,9; KTC 95%: 3,3 – 50,4; p < 0,01)."
Meanwhile dyslipidemia was associated with lower sarcopenia rate (OR = 0.4; CI 95%: 0.15 - 0.8; p=0.017).,"Trong khi đó, rối loạn lipid máu làm giảm tỉ lệ thiếu cơ (OR = 0,4; KTC 95%: 0,15 – 0,8; p = 0,017)."
Conclusions: Sarcopenia prevalence in elderly patients with cardiovascular disease was 33.3%.,"Kết luận: Bệnh nhân cao tuổi mắc bệnh tim mạch có tỉ lệ thiếu cơ cao 33,3%."
Investigation of the chemical components of thespesia populnea l. leaves,Khảo sát thành phần hoá học của lá cây trathespesia populnea l.
The compounds were isolated from the ethyl acetate fraction using vacuum liquid chromatography and normal column chromatography.,Các chất được phân lập bằng sắc kí cột nhanh và sắc ký cột cổ điển kết hợp với phương pháp kết tinh lại.
"Results: Four phenolic compounds (TH1, TH2, TH3 and TH4) were isolated from the ethyl acetate extract.","Kết quả: Bốn hợp chất TH1, TH2, TH3 và TH4 đã được phân lập từ cao ethyl acetat của lá cây Tra."
"The isolated compounds were identified to be luteolin-7-O-bD-glucopyranoside (cynaroside, 78.45 mg), epicatechin (51.08 mg), luteolin (3.76 mg), and trans-tiliroside (4.62 mg), respectively.","Dựa vào các phân tích phổ học kết hợp với so sánh các dữ liệu phổ tương ứng trong các tài liệu tham khảo, 4 hợp chất trên được xác định lần lượt là luteolin-7 - O-bD-glucopyranosid (cynarosid), epicatechin, luteolin và trans-tilirosid."
Conclusion: The isolated compounds can be standardised for using as standard references for qualitative and quantitative analyses of Thespesia populnea leaves and for bioassays.,Kết luận: Các hợp chất phân lập có thể được tiêu chuẩn hoá để làm chất đối chiếu trong kiểm nghiệm cây Tra và phục vụ cho các thử nghiệm sinh học.
"Keywords: luteolin, luteolin-7-O-bD-glucopyranoside, cynaroside, epicatechin, trans-tiliroside","Từ khoá: luteolin, luteolin-7 - O-bD-glucopyranosid, cynarosid, epicatechin, trans-tilirosid"
Characteristics of chldren with portal hypertension at childrens hospital 2,Đặc điểm hội chứng tăng áp lực tĩnh mạch cửa ở trẻ em tại bệnh viện nhi đồng 2
Conclusion: Variceal bleeding is the commonest complications of portal hypertension.,Kết luận: XHTH trên do vỡ giãn tĩnh mạch thực quản là biến chứng thường gặp nhất trong TALTMC.
"Prophylaxis of variceal bleeding include pharmacologic treatment, endoscopy and surgery.","Dự phòng XHTH bằng các phương pháp dùng thuốc, nội soi, phẫu thuật."
Most of cases aged ≥2 years old (42.6%).,"Đa số trẻ dưới 2 tuổi (42,6%)."
"Clinical findings: splenomegaly (92.6%), dilated abdominal veins (61.8%), ascites (52.9%), upper gastrointestinal bleeding (41.2%).","Triệu chứng lâm sàng: lách to (92,6%), tuần hoàn bàng hệ (61,8%), báng bụng (52,9%), xuất huyết tiêu hoá (XHTH) trên (41,2%)."
"Laboratory findings: 42.6% thrombocytopenia; 63.3% abnormal liver function tests, gastrointestinal endoscopy show esophageal varices 17.6%.","Cận lâm sàng: 42,6% giảm tiểu cầu; 63,3% bất thường xét nghiệm sinh hoá gan, nội soi tiêu hoá trên 17,6% ca đều có giãn tĩnh mạch thực quản."
Prehepatic causes (19.1%) include 13 cases extrahepatic portal venous obstruction.,"Nguyên nhân trước gan chiếm 19,1% gồm 12 ca tắc tĩnh mạch cửa do huyết khối, 1 ca tắc tĩnh mạch gan do u gan."
Intrahepatic were the most common causes (77.9%) with 53 cases cirrhosis.,"Nguyên nhân tại gan chiếm 77,9% gồm 53 ca xơ gan."
"Mean age 38.46 years, male: female= 3: 1, thoracic level predominated 422.55%.","Tuổi trung bình là 38,46 tuổi, tỷ lệ nam: nữ sấp xỉ 3:1, gặp nhiều nhất là tầng ngực chiếm 42,55%."
"Flow voids was noted in 47 patients (100%), Nidus was most predominant in type 2 - 3 (76.47%) (p<0.01).","Dấu hiệu búi dị dạng gặp trong loại 2-3 nhiều nhất chiếm 76,47% (p < 0,01)."
"Evaluation with TWIST: There were 14 patients with TWIST, the feeding artery was seen in 9 patients (64.29%) and there was only singel feeding artery.","Giá trị chẩn đoán DDMMT của kỹ thuật TWIST: Có 14 trường hợp được thực hiện kỹ thuật TWIST trong đó 9 trường hợp thấy được động mạch nuôi chiếm 64,29% và tất cả chỉ xác định được một mạch máu nuôi."
"TWIST identified amount of the feeding artery in 5/9 patients (55.56%), the level of the feeding artery in 6/9 patients (60%) with a 1 level difference on DSA (r: 0.934, p<0.01).","Đối chiếu chụp MMSHXN xác định đúng số mạch máu nuôi 5/9 trường hợp chiếm 55,56%. Vị trí mạch máu nuôi xác định đúng 6/9 trường hợp với độ chênh lệch ± 1 tầng, chiếm 60% (r: 0,934, p < 0,01)."
"Conclusions: there are significant difference in the clinico - radiological distinguishing features in various types of AVMs: Age, spinal cord expansion, haemorrhage, Nidus sign.","Kết luận: Có mối liên quan phân bố các đặc điểm lâm sàng - hình ảnh với các dạng DDMMT: Tuổi, dấu hiệu lớn tuỷ, xuất huyết nhu mô tuỷ, mức độ phù, dấu hiệu búi dại dạng."
"If not detected and treated, these lesions cause myelopathy.","Bệnh âm thầm tiến triển, nếu không được phát hiện và điều trị kịp thời có thể dẫn đến tổn thương tuỷ."
Results: There were 12 males and 31 females with mean age 51.,Kết quả: Có 12 bệnh nhân nam và 31 bệnh nhân nữ.
"Of them, there were 4 cases of hyperplastic polyps, 29 cases of tubular polyps, 10 cases of low grade dysplasia in the stomach and colorectum.","Trong đó có 4 trường hợp polyp tăng sản, 29 trường hợp polyp tuyến ống, 10 trường hợp loạn sản mức độ thấp ở dạ dày và đại - trực tràng."
Mean time of healing ulcer after EMR was 9.8 ± 3.5 days.,"Thời gian ổ loét lành sẹo trung bình là 9,8 ± 3,5 ngày."
There were no complications such as perforation or bleeding and no remained polyps during 4 weeks follow-up.,Kết quả qua theo dõi trong 4 tuần không thấy có biến chứng thủng hoặc chảy máu và không thấy có sót polyp chưa cắt hết.
Conclusion: Our study shows that EMR can be used effective and safe in treatment of non-pedunculated polyps and early cancers of stomach and colorectum.,Kết luận: Những kết quả của chúng tôi cho thấy CNMQNS hiệu quả và an toàn trong điều trị polyp không cuống và ung thư sớm ống tiêu hoá.
"Keywords: Endoscopic mucosal resection (EMR), non-pedunculated gastrointestinal polyp, gastric polyp, colorectal polyp.","Từ khoá: Cắt niêm mạc qua nội soi, polyp không cuống ở dạ dày, polyp dạ dày, polyp đại trực tràng"
There were two recurrent mucinous adenocarcinoma cases need re-operation.,Có 2 trường hợp carcinoma tuyến tiết nhầy xâm lấn nhập viện mổ lại.
"Conclusions: Primary malignant tumors of the appendix are rare, and almost are diagnosed by anapathological result.","Kết luận: Mặc dù u ác tính ruột thừa hiếm gặp, tất cả đều được chẩn đoán dựa vào kết quả giải phẫu bệnh lý sau mổ."
"My study specially emphasizes in early diagnosis, adequate treatment, and postoperative re-examination.",Vì vậy đặc biệt nhấn mạnh tầm quan trọng trong chẩn đoán và xử trí trong lúc mổ và theo dõi sau mổ.
"They are usually diagnosed at the time of appendectomy or based on anapathological result, and sometimes they can perforate, lead to localized abscess.",Thường được chẩn đoán trong tình huống cắt ruột thừa hay kết quả mô học sau cắt ruột thừa. Thỉnh thoảng u vỡ tạo ổ áp xe khu trú.
"In Vietnam, there are a few studies of this disease.",Trong nước chưa có nhiều nghiên cứu về bệnh này.
The aim of the study: to report our early results in diagnosis and treatment of primary malignant tumors of the appendix.,Mục tiêu nghiên cứu: nhằm nêu kinh nghiệm bước đầu trong chẩn đoán và xử trí u ác tính nguyên phát ruột thừa.
Fifty percent of cases were mucinous adenocarcinoma and 50% were adenocarcinoma.,"50% trường hợp là carcinoma tuyến tiết nhầy, 50% trường hợp là carcinoma tuyến."
"Objectives: To identify payment ability of medical cost of people in district 2, district 4 and Tan Phu district, Ho Chi Minh city for the year of 2015 Methods: Qualitative study was conducted deep interviews and focus group discussion sessions based on the semi-structural questionnaire with purposely selected sample.","Mục tiêu: Tìm hiểu khả năng chi trả chi phí y tế của người dân tại quận 2, quận 4 và quận Tân Phú, thành phố Hồ Chí Minh (TPHCM) năm 2015. Đối tượng - Phương pháp nghiên cứu: Nghiên cứu định tính tiến hành phỏng vấn sâu và thảo luận nhóm với bộ câu hỏi bán cấu trúc trên mẫu chọn có chủ đích."
Results: Most of the participants involved in the research said that the cost of health care is relatively consistent.,Kết quả: Hầu hết đối tượng nghiên cứu cho rằng chi phí khám chữa bệnh là tương đối phù hợp.
The patient can afford to pay the cost of health care catastrophe from several thousand Vietnam dong to 2 million Vietnam dong per course of treatment.,Người bệnh có khả năng chi trả chi phí khám chữa bệnh dao động lớn từ vài chục nghìn đồng cho đến hai triệu đồng một đợt điều trị.
The cost treatment of patients with health insurance are often much lower than patients used service.,Chi phí điều trị của bệnh nhân có bảo hiểm y tế (BHYT) thường thấp hơn nhiều so với bệnh nhân điều trị dịch vụ.
Conclusion: The need of using household doctor services is quite large and the hospitals need to communicate to people so that they have opportunities to better health care and contribute to limit overcrowding problem in hospitals.,Kết luận: Nhu cầu sử dụng dịch vụ bác sĩ gia đình (BSGĐ) là khá lớn và bệnh viện cần truyền thông đến người dân để họ có cơ hội chăm sóc sức khoẻ tốt hơn và góp phần hạn chế tình trạng quá tải ở các bệnh viện lớn.
"Results: Abnormal autonomic function tests were found in the range of 8.3% - 55%, the highest frequency of abnormality was observed in blood pressure response to isometric exercise.","Kết quả: Tỷ lệ tổn thương thần kinh tự chủ trong bệnh Parkinson là 8,3 – 55% tuỳ theo test thực hiện, trong đó bất thường cao nhất là ở test biến thiên huyết áp với vận động thể lực đẳng trường (55%)."
"The severity of autonomic dysfunction showed significant correlation with Hoen & Yahr stage (p = 0.001) and part III of UPDRS (Pearson's correlation coefficient = 0.537, p < 0.001).","Có mối liên quan giữa mức độ tổn thương thần kinh tự chủ và mức độ nặng của bệnh theo phân độ Hoehn & Yahr sửa đổi (p = 0,001), cũng như theo thang điểm UPDRS phần III (hệ số tương quan Pearson r = 0,537, p < 0,001)."
Conclusions: The results of this study showed mild abnormalities of both sympathetic and parasympathetic function in patients with Parkinson's disease.,"Kết luận: Tổn thương thần kinh tự chủ trong bệnh Parkinson ở mức độ nhẹ, ảnh hưởng trên cả hệ giao cảm và đối giao cảm."
Autonomic dysfunction increased in severity with disease progression.,Có mối liên quan giữa mức độ tổn thương thần kinh tự chủ và mức độ nặng của bệnh.
"Keywords: Parkinson's disease, autonomic function test, sympathetic function, parasympathetic function.","Từ khoá: bệnh Parkinson, test thần kinh tự chủ, chức năng giao cảm, chức năng đối giao cảm."
"Keywords: Percutaneous nephrolithotomy (PNL), Recurrent renal stones, Second look",Từ khoá: Tán sỏi thận qua da (TSTQD); Sỏi thận tái phát; Soi thận tán sỏi lần hai
Clinical and laboratory characters of 57 chronic pleural effusions with tuberculosis and cancer diagnoseđ by fibrotic thoracoscopy,Lâm sàng và cận lâm sàng của 57 ca tràn dịch màng phổi mạn tính do lao và ung thư được xác định qua soi màng phổi ống mềm
"Among 57 cases of chronic pleural effusion (18 tuberculous cases and 39 all kinds of cancer) had been diagnosed by fiber thoracoscopy biopsy, we had detected some different clinical features between tuberculous and malignant pleural effusions: the malignant pleural effusions usually occurred in over 40-year-old patients with mediastinal syndromes and clubing fingers (Se=8-l0%, SP=100%).","Nhờ soi màng phổi ống mềm, sinh thiết đã chẩn đoán xác định 39 ung thư và 18 lao. Đặc điểm lâm sàng và cận lâm sàng có một số điểm chú ý: thường gặp tuổi > 40 tuổi, hội chứng trung thất và ngón dùi trống uỵ̉ nguyên nhân ung thư với Se= 8-10%, SP= 100%."
"Keywords: pleural effusion, tuberculosis, cancer, thoracoscopy","Từ khoá: tràn dịch màng phổi, lao, ung thư, soi màng phổi"
"Keywords: stress, anxiety, depression, DASS-21, Hau Giang","Từ khoá: lo âu, trầm cảm, học sinh, DASS-21, Hậu Giang"
Some previous researches in Vietnam and around the world showed that those disorders among students are relatively high.,Các nghiên cứu trước đây tại Việt Nam và trên thế giới cho thấy tình trạng các rối loạn này ở học sinh đang ở mức khá cao.
"Therefore, it is essential to determine all students mental health status at Vi Thanh high school for the gifted. Based on that, we can offer the most suitable backup solutions.","Việc xác định tình trạng các rối loạn sức khoẻ tâm thần phổ biến hiện nay của học sinh trường trung học phổ thông (THPT) chuyên Vị Thanh là hết sức cần thiết, để trên cơ sở đó đưa ra những giải pháp dự phòng phù hợp nhất."
Data showed that almost patients had moderate severity (63.51% of Hemophilia A and 61.54% of Hemophilia B).,"Tỷ lệ bệnh Hemophilia mức độ trung bình chiếm đa số (63,22%) trong đó (Hemophilia A, B lần lượt là 63,51% và 61,54%)."
"The most complication were damage to joints and muscles if not be diagnosed and treated appropriately. Therefore, it is necessary to understand the characteristics of Hemophilia and Von Willebrand for early diagnosis and treatment so that the patients' quality of life can be improved.","Kết luận: Hemophilia và Von Willebrand là những bệnh lý rối loạn đông máu di truyền nếu không được chẩn đoán sớm và điều trị kịp thời có thể để lại di chứng ở cơ, khớp, não … Vì vậy chúng ta cần hiểu rõ hơn về đặc điểm của bệnh để kịp thời phát hiện và điều trị nhằm nâng cao chất lượng sống cho bệnh nhân Hemophilia và Von Willebrand."
"Keywords: Hemophilia, von Willebrand, epidemiology, clinical history, laboratory.","Từ khoá: Hemophilia, von Willebrand, dịch tể, lâm sàng, cận lâm sàng."
Results: There were 174 Hemophilia patients (98.86%) and 2 Von Willebrand patients (1.14%).,"Kết quả: Có 174 bệnh nhân được chẩn đoán Hemophilia (98,86%) và 2 bệnh nhân chẩn đoán Von Willebrand (1,14%)."
"Most of patients admitted to hospital were over 16 years old (55.75%), (Hemophilia A and B accounted for 52.7% and 73.07%).","Tuổi lúc đến khám bệnh chủ yếu là trên 16 tuổi (55,75%) trong đó (Hemophilia A chiếm 52,7% và Hemophilia B chiếm 73,07%)."
Hemophilia A was more common than Hemophilia B (85.05% compared to 14.95%).,"Đa số bệnh nhân đến khám là Hemophilia A: 85,05%; Hemophilia B: 14,95%."
"The distribution of Hemophilia patients was broad, including most provinces of Central Coast, Central Highlands and Southern regions.","Bệnh nhân cư ngụ hầu như ở các tỉnh thành từ miền Trung, Tây Nguyên trở vào miền Nam, trong đó tỷ lệ cao nhất là Tp."
Ho Chi Minh city had the highest number of patients (37.35%).,"Hồ Chí Minh (37,35%)."
Proportion of cases with family history of Hemophilia was 54.55%.,"Hơn ½ trong số bệnh nhân có tiền căn gia đình (54,55%)."
"Most of bleeding episodes occurred spontaneously (62.84% in Hemophila A, 61.54% in Hemophila B and 100% in Von Willebrand).","Đa số các đợt xuất huyết là tự phát (Hemophilia A, B, Won Willebrand lần lượt là 62,84%; 61,54% và 100%)."
"Sample size were 114 patients from 18 years old and over, and following standard of ASA I, II.","Kiểm chứng, trên 114 bệnh nhân tuổi ≥ 18, ASA I, II,"
Sample size divided randomly into two groups: PLMA and endotracheal tube (group PLMA used size 3 or 4 and group endotracheal tube used size 7 - 7.5).,"Được chia thành hai nhóm cho LMA-P và NKQ, một cách ngẫu nhiên. chọn cỡ LMA-P số 3 hoặc 4, NKQ số 7-7,5,"
Results: The parameters about ventilation and hemokinesis indexes within anaesthetize between PLMA and endotracheal tube included SpO2 were 99.94 ± 0.22% and 99.98 ± 0.13%;,"Kết quả: các thông số về thông khí và huyết động trong gây mê giữa LMA-P và NKQ là: SpO2 99,94 ± 0.22% và 99,98 ± 0,13%,"
Conclusion: There was no difference about ventilation and stableness of hemokinesis indexes as well as complications between group PLMA and endotracheal tube.,Kết luận: không có sự khác biệt giữa hai nhóm về sự thông khí và huyết động cũng như các biến chứng.
"Conclusion: The LC xusually originates from the LMCA, somtimes from the Aorte.",Kết luận: Động mạch mũ thường xuất phát từ thân chung động mạch vành trái nhưng cũng có thể xuất phát từ động mạch chủ.
"It mightend at the anterior surface of the left ventricular, at the left margin, between the left margin and the Crux, or at the Crux.","Động mạch mũ có thể kết thúc ở mặt trước thất trái, tại bờ trái tim, giữa bờ trái và Crux hoặc tại Crux."
"It gave the branches to left ventricular and left atrium, such as the anterior left ventricular branches, the left marginal branches, the posterior left ventricular branches, the posterior interventricular branches, the posterior right ventricular branches, the left atrial branches.","Nó cho các nhánh cung cấp máu cho thất trái và nhĩ trái như nhánh trước thất trái, nhánh bờ trái, nhánh sau thất trái, nhánh nhĩ trái và đôi khi cho nhánh gian thất sau."
"Keywords: main left coronary artery, circumflex artery, anterior interventricular artery, left marginal branch, Crux.","Từ khoá: thân chung động mạch vành trái, động mạch mũ, động mạch gian thất trước, nhánh bờ trái, điểm Crux."
The knowledge of anatomy of coronary arteries is essential in the diagnostic and treatment procedures of CAD.,"Kiến thức về giải phẫu động mạch vành là rất quan trọng và cần thiết trong các kỹ thuật chẩn đoán, điều trị bệnh động mạch vành."
"Results: In 125 specimens studied, the LCx was absent in 4 specimens, accouting to 3.2%.","Kết quả: Trong 125 trường hợp nghiên cứu, có 4 trường hợp không có động mạch mũ (ĐMM), chiếm tỷ lệ 3,2%."
"Most LCx originate from the Left Main Coronary Artery (LMCA), only 0.8% originate from the Aorta.","Hầu hết ĐMM xuất phát từ thân chung động mạch vành trái, chỉ có 0,8% xuất phát từ động mạch chủ."
The mean outer diameter at the origin of the LCx was 3.33±0.67 mm.,"Đường kính trung bình của ĐMM tại nguyên uỷ là 3,33 ± 0,67 mm."
"The LC xended at the left boder in 46.28% of the specimens; between the left border and the Crux in 45.46%; at the anterior surface of the left ventricular in 4.13%, and at the Crux in 4.13% of thespecimens.","46,28% ĐMM kết thúc tại bờ trái, 45,46% tại vị vị trí giữa bờ trái và Crux, 4,13% tại mặt trước thất trái và 4,13% trường hợp kết thúc tại Crux."
97.52% of the specimens had the anterior left ventricular branches; 100% had the left marginal branches; 20.66% had the posterior left ventricular; 4.13% had the posterior interventricular branch; and 0.83% had the posterior right ventricular branhces.,"97,53% trường hợp ĐMM cho nhánh trước thất trái; 100% cho nhánh bờ trái; 20,66% cho nhánh sau thất trái; 4,13% cho nhánh gian thất sau và chỉ có 0,83% cho nhánh sau thất phải."
Conclusion: The analgesic combination with Morphine and the combination of epidural and GA were significant and safe for children undergoing major surgeries.,"Kết luận: Phối hợp các loại thuốc giảm đau với Morphine, cũng như phối hợp gây mê và gây tê ngoài màng cứng trên bệnh nhi chịu phẫu thuật lớn an toàn, hiệu quả."
"To have the effective pain management, pain assessment, early pain control, maintenance of a quality continous formation and developement of pain department are the goals in progress.","Để giảm đau hữu hiệu cần đánh giá đau đúng, kiểm soát đau sớm, duy trì huấn luyện điều trị đau và phát triển khoa giảm đau là mục tiêu trong tương lai."
"Nalbuphine or Morphine was used for infants older than 6 months, IV or infusion in 48 hours.","Trong đó thuốc giảm đau Nalbuphine, Morphine được sử dụng cho trẻ trên 6 tháng, tiêm hay truyền tĩnh mạch 48giờ sau mổ."
"Regional anesthesia, caudal or continous epidural in 24 - 48 hours were performed for infants older than 1 month with Bupivacaine alone either added to Morphine, or Fentanyl or Clonidine.","Gây tê vùng, tê xương cùng, tê ngoài máng cứng cho trẻ trên 1 tháng, với Bupivacaine đơn thuần hay phối hợp với: Morphine, Fentanyl hay Clonidine tiêm từng liều hay truyền liên tục 24 - 48giờ."
"The side effects of epidural technique and drugs: pierced epidural, nausea - vomiting, prurity, and hypotension were much fewer than in literature.","Các tai biến như thủng màng cứng, buồn nôn, ói, ngứa, tụt HA, tiểu chậm xảy ra thấp hơn nhiều so với y văn."
There were no cases of respiratory distress or catheter infection.,"Không có trường hợp nào bị suy hô hấp, nhiễm trùng catheter."
Postoperative care for treatment of penile carcinoma in can tho general central hospital,Chăm sóc sau phẫu thuật điều trị ung thư dương vật tại khoa ung bướu - bvđk tw cần thơ.
"We observed as following: Penectomy associated with bilateral inguinal lymphadenectomy were principle surgical treatment 27 cases (75%), YOUNG's operation 04 cases (11, 1%) and simple penectomy 05 cases (13, 9%) of old age and chronic deseases. In general, postoperative complication rate is 50%, including hemorrhage 2, 7%, woud infection 5, 6%, skin flap necrosis 13, 7%, wound broken 19, 7%, lymph accumulation 5, 6%, scrotal and leg edema 2, 7%.","Qua nghiên cứu tiền cứu chăm sóc sau phẫu thuật điều trị ung thư dương vật cho 36 bệnh nhân tại Khoa Ung Bướu BVĐK TW Cần Thơ từ tháng 10/2001 đến tháng 10/2005, chúng tôi đa nhận thấy: Phương pháp điều trị chủ yếu là phẫu thuật đoạn dương vật và nạo hạch bẹn 2 bên có 27 trường hợp chiếm 75%, 04 trường hợp (11, 1%) được phẫu thuật YOUNG, 05 trường hợp (13, 9%) chỉ đoạn dương vật đơn thuần vì lớn tuổi và có nhiều bệnh mãn tính.Tỷ lệ biến chứng chung là 50%, các biến chứng sau phẫu thuật là chảy máu mỏm cắt 01 trường hợp (2, 7%), nhiễm trùng vết mổ 02 trường hợp (5, 6%), hoại tử vạt da 05 trường hợp (13, 7%), hở da 7 trường hợp (19, 7%), tụ dịch bạch huyết 02 trường hợp (5, 6%), phù bìu, phù chân 01 trường hợp (2, 7%)."
"The good postoperative nursing care has a greatly important role, decreasing complication rate and helping the patients to reintegrate back early to the normal life","Việc chăm sóc và điều dưỡng sau phẫu thuật là rât quan trong, góp phần làm giảm tỷ lệ biến chứng, bệnh nhân mau lành vết thương và trở lại cuộc sống bình thường"
They were evaluated for postoperative morbidity and analgesic requirement.,Chúng tôi đánh giá tỉ lệ biến chứng và thời gian dùng thuốc giảm đau sau mổ.
Results: 75.9% percent were males and the mean age was 70.9 (range 65 - 96) years.,"Kết quả: nam chiếm 75,9%, tuổi trung bình 70,9."
All patients received oral analgesic alone after 72h.,Tất cả bệnh nhân đều chuyển sang thuốc uống sau 3 ngày.
"Conclusion: Longo procedure was found safe, well tolerated by patients with minimal parenteral analgesic use and early discharge from the hospital in elder patients.","Kết luận: phẫu thuật Longo là một phương pháp an toàn, ít đau nên lượng thuốc giảm đau sử dụng ít và sớm xuất viện ở những bệnh nhân lớn tuổi."
"The diagnosis based on the abdominal pain, tenderness of RLQ with high WBC.","Chẩn đoán dựa vào thời gian đau, phản ứng thành bụng và bạch cầu cao."
"Laparoscopy 3 holes (10 mm, 10 mm, 5 mm) and laparotomy 4 - 7 cm on the right iliac fossa: remove the appendix, suture the base, lavage of the right iliac fossa, and drainage.","Phẫu thuật: 3 lỗ vào (10 mm, 10mm, 5 mm) cho phẫu thuật nội soi; đường rạch da 4 -7 cm cho phẫu thuật mở. Xử lý thương tổn giống nhau giữa 2 nhóm: cắt ruột thừa không vùi gốc, dẫn lưu."
